title,author,url,description,subjects,categories,avg_rating,ratings_count,publisher,published_date,page_count,isbn10,isbn13,language,description_long,unique_id
The Song of Hiawatha. - Scholar's Choice Edition,henry wadsworth longfellow,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,,,,,2015-02-19,324.0,1296345742,9781296345747,,,-3186321474938550802
Songs of Kabir,kabir,,"The poet Kab�r, a selection from whose songs is here for the first time offered to English readers, is one of the most interesting personalities in the history of Indian mysticism. Born in or near Benares, of Mohammedan parents, and probably about the year 1440, he became in early life a disciple of the celebrated Hindu ascetic R�m�nanda. R�m�nanda had brought to Northern India the religious revival which R�m�nuja, the great twelfth-century reformer of Br�hmanism, had initiated in the South. This revival was in part a reaction against the increasing formalism of the orthodox cult, in part an assertion of the demands of the heart as against the intense intellectualism of the Ved�nta philosophy, the exaggerated monism which that philosophy proclaimed. It took in R�m�nuja's preaching the form of an ardent personal devotion to the God Vishnu, as representing the personal aspect of the Divine Nature: that mystical ""religion of love"" which everywhere makes its appearance at a certain level of spiritual culture, and which creeds and philosophies are powerless to kill.",,,,,,2019-10-09,128.0,1697715702,9781697715705,,,1195010814160009990
1001 Albums You Must Hear Before You Die,robert dimery,,,,Popular music,,,,,960.0,1922351865,9781922351869,,,2791438769618471436
Handel's Israelite Oratorio Libretti,deborah w. rooke,,"Combining the insights of present-day biblical studies with those of Handelian studies, this book examines the libretti of ten of Handel's Israelite oratorios and evaluates the relationship between each libretto and the biblical story on which it is based.",,Music,,,Oxford University Press (UK),2012-02-23,279.0,0199279284,9780199279289,,,-1688155907905065137
Johannes Brahms,johannes brahms,,,,Biography & Autobiography,,,Books for Libraries,1972,456.0,,Johannes Brahmsjohannes brahms,,,5532658771100791706
Late Renaissance and Baroque Music,"alec harman, anthony milner",,,,Music,,,Random House (UK),1988,408.0,,"Late Renaissance and Baroque Musicalec harman, anthony milner",,,-7121183445749986617
The Oxford Illustrated History of the Renaissance,gordon campbell,,"The Renaissance is one of the most celebrated periods in European history. But when did it begin? When did it end? And what did it include? Traditionally regarded as a revival of classical art and learning, centred upon fifteenth-century Italy, views of the Renaissance have changed considerably in recent decades. The glories of Florence and the art of Raphael and Michelangelo remain an important element of the Renaissance story, but they are now only a part of a much wider story which looks beyond an exclusive focus on high culture, beyond the Italian peninsula, and beyond the fifteenth century. The Oxford Illustrated History of the Renaissance tells the cultural history of this broader and longer Renaissance: from seminal figures such as Dante and Giotto in thirteenth-century Italy, to the waning of Spain's 'golden age' in the 1630s, and the closure of the English theatres in 1642, the date generally taken to mark the end of the English literary Renaissance. Geographically, the story ranges from Spanish America to Renaissance Europe's encounter with the Ottomans—and far beyond, to the more distant cultures of China and Japan. And thematically, under Gordon Campbell's expert editorial guidance, the volume covers the whole gamut of Renaissance civilization, with chapters on humanism and the classical tradition; war and the state; religion; art and architecture; the performing arts; literature; craft and technology; science and medicine; and travel and cultural exchange.",,Art,,,Oxford University Press,2019-02-14,515.0,0191025259,9780191025259,,,1365849015437785866
Crime and Punishment,fyodor dostoyevsky,,,,Crime,,,,2010-02-01,412.0,1616000651,9781616000653,,,7981288440173168856
Dumas' Romances: The vicomte de Bragelonne,alexandre dumas,,,,Crime,,,,1893,568.0,,Dumas' Romances: The vicomte de Bragelonnealexandre dumas,,,-1068776608571513447
Oliver Twist,charles dickens,,,,Crime,,,,2002,388.0,,Oliver Twistcharles dickens,,,-9205936153269327947
Genocide at the Dawn of the Twenty-First Century,d. tatum,,"At the end of World War II, the international community deemed genocide a crime against humanity. Yet, at the dawn of the twenty-first century it has occurred repeatedly. This book explains why genocide began to occur in the twenty-first century and why the United States has been ineffective at preventing it and stopping it once it occurs.",,Law,,,Springer,2010-07-05,289.0,0230109675,9780230109674,,,1196974048787024880
Major Barbara,george bernard shaw,,"When a Salvation Army officer learns that her father, a wealthy armaments manufacturer, has donated lots of money to her organization, she resigns in disgust but eventually sees the truth of her father's reasoning that social iniquity derives from poverty; it is only through accumulating wealth and power that people can help each other.",,Drama,,,1st World Publishing,2004-09,164.0,1595402454,9781595402455,,,-6530568685276824615
Criminal Sociology,enrico ferri,,,,Crime,,,,1896,324.0,,Criminal Sociologyenrico ferri,,,-5162198289828641756
An Introduction to the Principles of Morals and Legislation,jeremy bentham,,,,Crime,,,,1789,394.0,,An Introduction to the Principles of Morals and Legislationjeremy bentham,,,7742198341049027027
Cousin Betty,honoré de balzac,,,,Crime,,,,1901,490.0,,Cousin Bettyhonoré de balzac,,,6239408970730692288
